Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,PF,GF,Tot
"Anderson, Jed",1,3,1,,,,,,,,,,,,,,,,,,1,1,-,,,7.0
"Bailey, Max",-,1,-,2,3,,2,5,3,,1,-,,1,1,1,-,,,-,-,,-,-,-,20.0
"Birchall, Grant",-,-,1,-,-,-,-,-,,-,2,-,,,,,,,,1,1,1,3,-,-,9.0
"Breust, Luke",3,-,-,1,1,1,1,1,-,1,-,-,1,1,1,1,-,-,-,-,1,1,2,2,1,20.0
"Burgoyne, Shaun",-,1,1,1,-,-,-,1,1,-,1,1,-,1,-,,,2,1,1,1,-,2,2,-,17.0
"Ceglar, Jonathon",,,,,,,,,,,,,3,,,,,-,,,,,,,,3.0
"Cheney, Kyle",,,,,,,,,-,-,,,,,2,1,,,,,,,,,,3.0
"Duryea, Taylor",,,1,1,,1,1,1,-,1,1,-,1,2,-,2,-,-,-,-,,-,,,,12.0
"Ellis, Xavier",,,,,,,,,,,,-,-,,,,,,,,,,,,,
"Franklin, Lance",2,3,1,-,1,3,-,2,-,2,3,1,1,2,,,-,1,,3,1,1,,-,1,28.0
"Gibson, Josh",1,1,1,1,2,1,2,,-,1,2,1,-,1,1,-,1,2,1,2,1,-,-,-,-,22.0
"Grimley, Sam",,,,,,,,,-,-,,,,,,,,,-,,,,,,,
"Guerra, Brent",1,1,-,,-,1,,1,1,1,1,2,,,1,1,-,-,1,,-,,-,2,-,14.0
"Gunston, Jack",-,,-,-,-,-,-,-,1,,-,2,2,1,-,-,1,-,-,1,1,-,-,1,1,11.0
"Hale, David",1,1,-,-,-,2,2,1,,1,1,-,2,3,-,3,-,2,1,-,1,1,1,1,-,24.0
"Hill, Bradley",2,1,2,-,-,-,-,,1,-,-,-,1,-,-,1,-,-,1,-,-,-,-,1,-,10.0
"Hodge, Luke",,3,3,1,1,1,-,1,1,-,-,1,1,-,5,2,1,-,,-,-,-,1,2,1,25.0
"Lake, Brian",,,,,1,-,-,-,-,-,1,-,1,-,-,-,-,2,-,-,1,-,-,1,-,7.0
"Langford, Will",,,,,,,,,,,,,,,,-,,,,,,,,,,
"Lewis, Jordan",1,1,1,-,-,1,-,1,1,1,-,1,2,1,1,2,1,-,3,1,,1,1,1,1,23.0
"Mitchell, Sam",1,-,1,-,1,1,1,1,1,1,2,-,1,-,2,,2,2,1,2,1,-,2,1,2,26.0
"Osborne, Michael",,,,1,-,-,-,-,,,,,,,,,,,,,,,,,,1.0
"Puopolo, Paul",6,-,1,1,-,2,-,2,-,3,1,,,1,4,2,1,2,2,3,,3,-,3,1,38.0
"Rioli, Cyril",3,2,2,2,3,,,,,,,,,-,1,1,1,-,-,-,-,,,-,2,17.0
"Roughead, Jarryd",1,1,2,1,1,2,-,1,-,-,1,-,1,-,1,-,2,2,1,1,1,2,1,-,2,24.0
"Savage, Shane",1,-,,2,-,,,,,,,1,1,1,-,-,1,2,1,-,-,-,,,,10.0
"Schoenmakers, Ryan",1,1,-,-,,,,,,,,,,,,,,,,,,,,,,2.0
"Sewell, Brad",-,-,,,,1,1,-,-,-,1,1,1,-,,2,-,1,-,1,1,2,1,-,-,13.0
"Shiels, Liam",-,3,2,-,-,-,-,-,2,-,1,1,-,,,,,,,,-,,1,-,3,13.0
"Simpkin, Jonathan",,,,,,2,-,1,1,-,-,1,-,1,1,-,-,,-,,,,,,-,7.0
"Smith, Isaac",1,-,1,1,-,1,1,2,-,-,1,,2,3,-,-,-,-,1,-,-,-,1,2,-,17.0
"Spangher, Matthew",,,,,,,,3,,,,,,,,,,,-,,,3,2,,,8.0
"Stratton, Ben",1,-,1,2,1,3,-,-,1,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,15.0
"Whitecross, Brendan",,,,,,,,,,,,,1,2,-,2,-,-,1,-,-,-,1,-,,7.0
Totals,27,23,22,17,15,23,11,24,14,13,22,13,22,22,23,21,11,18,15,16,12,16,19,19,15,453.0
Opponent,GE,WC,CW,FR,NM,AD,SY,GW,GC,ME,CA,WC,BL,GE,PA,WB,ES,RI,SK,CW,NM,SY,SY,GE,FR,
