Player,R1,R2,R3,R4,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R21,R22,Tot
"Brown, Gavin",2,2,4,5,3,,,4,2,1,-,1,,,,,,,2,2,28.0
"Butcher, Kent",,,,,,,,1,,,,,,,,,,3,1,-,5.0
"Christian, Michael",3,4,1,2,-,-,1,-,2,4,1,,,,,,,1,2,,21.0
"Crosisca, Gavin",,1,,-,1,,2,3,-,-,,,3,1,-,3,1,,,,15.0
"Daicos, Peter",2,3,-,,,,,,1,,,,,1,,,,,,,7.0
"Francis, Tony",2,2,1,1,4,3,2,1,3,1,2,2,1,,3,2,,1,2,2,35.0
"Fraser, Mark",2,-,1,-,-,1,1,1,,1,-,-,,,,1,1,2,,2,13.0
"Gayfer, Michael",6,-,,,,-,2,1,-,-,,,,,,,1,,,,10.0
"Kelly, Craig",,,,,1,3,1,,,,-,2,-,1,2,-,-,3,1,2,16.0
"Kerrison, Shane",,,,,,,1,,1,,,,-,1,3,,,,2,2,10.0
"Lehmann, Troy",1,3,,,,,,,,,,,,,,,,1,3,,8.0
"McCartney, Jason",,,,,,,,,2,1,,-,-,1,1,1,,,,,6.0
"McGuane, Mick",4,2,2,1,2,4,2,2,1,1,-,1,-,5,1,-,6,-,1,2,37.0
"McKeown, Ron",,,,-,,,1,2,1,2,,,,,-,-,,,,-,6.0
"McMullin, Ian",,,,,,,,,,2,,,,,,,,,,,2.0
"Mitchell, Barry",1,-,2,4,,,-,3,,,1,5,-,7,3,1,3,,,,30.0
"Monkhorst, Damian",2,1,2,-,4,3,2,4,1,3,3,3,-,2,3,1,1,3,3,1,42.0
"Morwood, Shane",,,1,3,3,1,1,1,-,1,3,2,-,1,-,,1,,,-,18.0
"Pert, Gary",-,3,3,1,2,2,,,,,2,1,1,2,2,2,1,2,3,2,29.0
"Richardson, Alan",1,2,-,2,2,2,1,1,-,-,1,3,2,-,3,2,1,1,1,1,26.0
"Richardson, Mark",-,,,,,,,,,,,,,,,,,-,-,,
"Rocca, Saverio",1,1,-,1,-,-,-,-,2,3,-,-,1,-,1,-,1,1,-,-,12.0
"Rowe, Brad",,,,1,1,-,3,1,2,-,1,1,1,-,-,3,2,1,-,1,18.0
"Russell, Scott",-,-,1,1,1,-,2,1,2,1,1,3,-,4,-,1,2,-,2,1,23.0
"Sandford, Glenn",,3,3,-,,,,,,,,,,,,,,,,,6.0
"Saunders, Darren",,,-,,1,-,,,,1,-,1,2,2,2,2,1,,,,12.0
"Shaw, Tony",1,,,,-,-,4,-,2,1,1,-,1,-,,,,,,2,12.0
"Starcevich, Craig",5,-,3,2,-,1,,1,,,3,1,-,2,3,1,4,1,4,1,32.0
"Tranquilli, Andrew",,,,,,,,,,,,,,,,,,-,,,
"Turner, Jamie",,,1,,,-,,,,,,,,,,,-,,,,1.0
"Watson, Shane",1,2,1,-,1,1,1,1,2,1,2,2,-,2,2,1,-,-,2,-,22.0
"Williams, Paul",4,-,3,3,1,3,1,1,-,-,-,3,-,-,2,1,-,-,1,-,23.0
"Woods, Tony",,,,,,,,,,,,,,,,1,-,3,1,-,5.0
"Wright, Graham",1,1,-,-,-,-,-,,-,,2,4,2,2,1,-,1,3,2,,19.0
Totals,39,30,29,27,27,24,28,29,24,24,23,35,14,34,32,23,27,26,33,21,549.0
Opponent,FO,GE,ES,SK,CA,AD,HW,FI,NM,ME,BB,WC,RI,SY,FO,GE,ES,SK,CA,AD,
