Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bedford, Toby",-,-,-,-,-,-,-,-,,-,-,-,,-,-,-,-,-,,,,,,,
"Bowey, Jake",-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,,,,,,-,,,2.0
"Brayshaw, Angus",-,-,1,-,-,-,1,2,-,1,2,-,-,1,1,1,-,2,-,-,-,-,-,-,12.0
"Brown, Ben",2,-,,,,1,-,2,-,2,-,-,1,2,1,2,3,,,3,2,1,2,1,25.0
"Brown, Mitch",,,,,,,,,,,,1,-,,1,,,,,,,,,,2.0
"Chandler, Kade",,,,,,,-,,-,,,,-,,,,,,-,,,,,,
"Dunstan, Luke",,,,,,-,1,,,-,-,,,,,,-,,,,,,,,1.0
"Fritsch, Bayley",1,-,-,1,-,1,-,-,-,-,-,-,-,1,2,-,1,-,-,1,-,-,1,1,10.0
"Gawn, Max",2,-,2,5,4,4,1,3,2,1,3,6,1,,,-,-,3,2,4,5,2,3,2,55.0
"Harmes, James",1,-,-,-,1,-,-,-,-,,,-,-,-,-,-,-,-,,-,-,1,1,-,4.0
"Hibberd, Michael",,,,,,,,,,,,,1,-,-,-,-,-,-,-,2,-,-,-,3.0
"Hunt, Jayden",1,-,-,-,-,-,-,-,-,-,-,-,,-,,-,,,1,-,1,1,-,-,4.0
"Jackson, Luke",2,1,2,2,2,1,,1,-,1,-,1,2,1,,-,-,1,1,2,4,1,1,-,26.0
"Jordon, James",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
"Langdon, Ed",-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,1,-,-,1.0
"Lever, Jake",,,,-,-,,1,1,1,1,1,-,-,2,-,1,-,,-,1,-,1,1,2,13.0
"May, Steven",2,1,1,3,2,1,1,1,1,2,-,,,-,2,-,1,5,-,2,2,1,5,2,35.0
"McDonald, Tom",1,-,1,2,-,,1,1,1,2,,,,,,,,,,,,,,,9.0
"Melksham, Jake",,,,,,,1,,,-,-,,,,,,-,-,1,-,4,-,-,2,8.0
"Neal-Bullen, Alex",1,-,-,-,-,-,,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Oliver, Clayton",-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,,-,-,-,-,-,-,-,1.0
"Petracca, Christian",-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,1,-,-,4.0
"Petty, Harry",,,,,1,2,,1,-,1,1,2,2,1,3,1,,2,-,1,-,1,2,3,24.0
"Pickett, Kysaiah",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,4.0
"Rivers, Trent",,1,-,1,-,-,-,-,-,-,-,,,,,,-,1,1,1,-,-,-,-,5.0
"Salem, Christian",-,,,,,,,,,,,-,-,-,-,-,-,-,1,-,2,,-,-,3.0
"Smith, Joel",2,-,2,,,1,-,,,,,,,,,,,,,,,,-,-,5.0
"Spargo, Charlie",-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Sparrow, Tom",1,-,-,-,-,-,,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,3.0
"Tomlinson, Adam",-,1,1,-,,,,,,,,1,,,-,,1,-,,,,,,,4.0
"Turner, Daniel",,,,,,,,,,,,,-,,,,,,,,,,,,
"Viney, Jack",-,-,-,-,-,,-,-,-,,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1.0
"Weideman, Sam",,,2,2,2,-,1,,,,1,,,-,1,,,-,1,,,,,,10.0
Totals,16,5,12,16,12,11,8,13,5,12,10,12,7,9,13,6,6,16,11,15,22,11,17,13,278.0
Opponent,WB,GC,ES,PA,GW,RI,HW,SK,WC,NM,FR,SY,CW,BL,AD,GE,PA,WB,FR,CW,CA,BL,SY,BL,
