Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bedford, Toby",1,-,-,-,-,-,-,-,,1,1,-,,-,-,-,-,-,,,,,,,3.0
"Bowey, Jake",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,-,,,
"Brayshaw, Angus",-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Brown, Ben",3,-,,,,2,-,-,-,2,-,1,2,3,2,-,1,,,1,2,-,-,-,19.0
"Brown, Mitch",,,,,,,,,,,,-,-,,-,,,,,,,,,,
"Chandler, Kade",,,,,,,-,,1,,,,-,,,,,,-,,,,,,1.0
"Dunstan, Luke",,,,,,-,-,,,-,1,,,,,,-,,,,,,,,1.0
"Fritsch, Bayley",2,-,2,-,-,2,1,-,1,2,1,-,-,2,1,3,2,1,-,1,-,-,1,-,22.0
"Gawn, Max",-,-,1,1,-,2,-,-,1,2,1,1,-,,,-,-,1,1,2,1,-,-,-,14.0
"Harmes, James",-,-,1,-,-,-,1,-,1,,,-,-,-,1,1,-,-,,-,-,-,-,1,6.0
"Hibberd, Michael",,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Hunt, Jayden",-,-,-,-,-,1,-,-,-,-,-,-,,-,,-,,,1,-,-,-,-,-,2.0
"Jackson, Luke",1,-,1,2,-,-,,-,1,-,-,1,1,-,,-,1,1,-,-,2,-,-,1,12.0
"Jordon, James",-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,,,3.0
"Langdon, Ed",-,-,1,-,1,1,1,1,-,-,,-,-,-,-,-,-,-,-,-,-,1,-,1,7.0
"Lever, Jake",,,,-,-,,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,
"May, Steven",-,-,-,1,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,1.0
"McDonald, Tom",1,-,2,-,-,,2,2,1,2,,,,,,,,,,,,,,,10.0
"Melksham, Jake",,,,,,,1,,,1,-,,,,,,-,1,3,1,2,1,2,-,12.0
"Neal-Bullen, Alex",1,1,-,-,1,2,,1,-,1,1,1,1,2,-,-,-,-,-,-,1,1,2,1,17.0
"Oliver, Clayton",-,1,1,-,-,1,1,-,1,-,-,-,-,1,1,-,,-,1,-,-,-,-,-,8.0
"Petracca, Christian",1,2,2,1,1,2,1,2,4,1,2,-,-,2,1,1,-,2,-,2,1,1,1,1,31.0
"Petty, Harry",,,,,-,-,,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Pickett, Kysaiah",-,1,-,-,1,2,,1,2,-,-,-,-,-,-,1,1,2,2,1,1,1,1,1,18.0
"Rivers, Trent",,-,-,-,-,-,-,-,-,-,-,,,,,,-,-,-,-,-,-,-,-,
"Salem, Christian",-,,,,,,,,,,,-,-,-,-,-,-,-,-,1,-,,-,-,1.0
"Smith, Joel",-,-,-,,,-,-,,,,,,,,,,,,,,,,-,-,
"Spargo, Charlie",1,1,-,1,-,2,1,-,1,-,1,-,-,1,1,-,-,-,-,-,1,-,-,1,12.0
"Sparrow, Tom",-,2,-,-,-,2,,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,2,8.0
"Tomlinson, Adam",-,-,-,-,,,,,,,,-,,,-,,-,-,,,,,,,
"Turner, Daniel",,,,,,,,,,,,,-,,,,,,,,,,,,
"Viney, Jack",-,-,-,-,-,,-,-,-,,1,-,-,-,-,-,-,-,1,-,-,-,-,1,3.0
"Weideman, Sam",,,3,-,1,-,-,,,,1,,,1,-,,,-,-,,,,,,6.0
Totals,11,8,14,6,5,19,9,7,14,12,11,6,4,14,7,6,5,8,9,9,11,5,8,10,218.0
Opponent,WB,GC,ES,PA,GW,RI,HW,SK,WC,NM,FR,SY,CW,BL,AD,GE,PA,WB,FR,CW,CA,BL,SY,BL,
