Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,QF,SF,Tot
"Bedford, Toby",-,-,-,-,-,-,-,-,,1,-,-,,-,-,-,-,-,,,,,,,1.0
"Bowey, Jake",-,-,2,-,-,-,1,-,-,1,-,1,-,-,-,1,,,,,,-,,,6.0
"Brayshaw, Angus",1,-,-,2,-,-,-,2,-,1,-,-,-,1,1,-,1,-,1,1,1,-,2,-,14.0
"Brown, Ben",1,-,,,,2,2,-,1,1,-,2,1,1,-,2,2,,,2,-,-,1,1,19.0
"Brown, Mitch",,,,,,,,,,,,-,-,,1,,,,,,,,,,1.0
"Chandler, Kade",,,,,,,-,,1,,,,-,,,,,,-,,,,,,1.0
"Dunstan, Luke",,,,,,1,-,,,2,-,,,,,,-,,,,,,,,3.0
"Fritsch, Bayley",1,-,1,-,1,-,-,-,2,1,-,1,1,2,1,1,-,2,-,1,1,-,1,-,17.0
"Gawn, Max",6,2,2,4,1,-,2,2,-,1,1,2,1,,,2,1,1,1,1,1,-,2,2,35.0
"Harmes, James",1,-,1,-,4,1,-,3,3,,,1,1,-,2,2,-,-,,-,-,-,1,-,20.0
"Hibberd, Michael",,,,,,,,,,,,,-,-,1,-,-,1,1,1,-,2,-,-,6.0
"Hunt, Jayden",-,1,1,-,-,1,-,-,-,-,2,-,,-,,-,,,1,-,1,1,-,1,9.0
"Jackson, Luke",1,1,-,-,-,3,,-,3,1,-,3,-,-,,-,1,2,1,-,-,-,-,-,16.0
"Jordon, James",-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,1,-,2,-,-,,,6.0
"Langdon, Ed",1,1,-,-,2,1,-,-,1,-,,1,-,1,2,1,-,-,-,-,-,1,-,-,12.0
"Lever, Jake",,,,1,2,,-,1,1,-,2,-,1,-,1,-,1,,1,-,-,1,2,1,15.0
"May, Steven",1,-,-,2,1,1,2,1,1,-,-,,,3,1,1,-,1,1,1,-,-,1,3,21.0
"McDonald, Tom",1,1,1,-,1,,1,1,2,-,,,,,,,,,,,,,,,8.0
"Melksham, Jake",,,,,,,1,,,1,1,,,,,,-,-,-,-,-,-,1,-,4.0
"Neal-Bullen, Alex",-,-,2,3,-,4,,-,1,-,-,1,-,-,-,1,-,3,1,1,1,1,1,1,21.0
"Oliver, Clayton",7,1,3,-,-,-,1,-,-,1,-,2,1,-,2,2,,-,1,1,2,1,2,-,27.0
"Petracca, Christian",1,-,1,2,2,1,-,1,1,-,-,-,2,1,-,1,2,-,1,1,-,-,-,-,17.0
"Petty, Harry",,,,,1,-,,4,-,-,1,-,1,-,3,-,,2,2,2,3,1,-,1,21.0
"Pickett, Kysaiah",2,1,1,4,3,2,,1,3,1,-,3,2,1,1,1,1,-,-,-,-,-,1,2,30.0
"Rivers, Trent",,2,1,1,2,-,1,1,-,2,2,,,,,,1,-,-,1,-,1,-,2,17.0
"Salem, Christian",1,,,,,,,,,,,1,1,-,1,2,1,-,1,-,1,,1,1,11.0
"Smith, Joel",2,3,1,,,1,-,,,,,,,,,,,,,,,,-,-,7.0
"Spargo, Charlie",1,-,1,1,1,-,-,-,1,2,-,1,-,-,2,1,-,2,-,-,-,-,-,4,17.0
"Sparrow, Tom",1,-,-,-,2,-,,1,3,1,1,2,1,1,-,-,1,2,1,-,2,3,2,3,27.0
"Tomlinson, Adam",1,3,1,-,,,,,,,,2,,,-,,-,1,,,,,,,8.0
"Turner, Daniel",,,,,,,,,,,,,-,,,,,,,,,,,,
"Viney, Jack",-,1,1,1,1,,1,-,1,,1,1,1,-,1,1,1,3,-,1,-,4,-,-,20.0
"Weideman, Sam",,,-,-,-,1,2,,,,-,,,-,3,,,1,-,,,,,,7.0
Totals,30,17,20,21,24,19,14,18,25,18,12,24,14,11,23,20,13,22,14,16,13,16,18,22,444.0
Opponent,WB,GC,ES,PA,GW,RI,HW,SK,WC,NM,FR,SY,CW,BL,AD,GE,PA,WB,FR,CW,CA,BL,SY,BL,
