Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Allison, Brett",-,-,1,1,-,-,2,1,-,-,,2,-,1,2,-,1,2,-,-,-,-,-,-,-,13.0
"Anderson, Stuart",1,-,1,,,-,-,-,-,1,3,-,1,-,,-,-,-,-,-,1,,,1,-,9.0
"Archer, Glenn",2,3,-,2,-,4,-,1,3,1,3,1,-,1,,1,2,1,1,,1,2,1,,,30.0
"Bell, Peter",1,1,1,-,-,1,-,-,-,-,-,3,-,1,1,-,-,-,-,-,2,-,-,1,2,14.0
"Blakey, John",-,-,-,-,-,-,1,1,-,-,-,-,2,2,2,,2,-,-,-,1,-,1,-,-,12.0
"Carey, Wayne",-,,,,,,,,,,,,5,1,1,-,2,-,-,1,-,2,2,3,1,18.0
"Chandler, Brett",-,2,1,1,2,1,1,-,-,-,1,-,1,1,,2,2,-,2,2,-,2,2,1,-,24.0
"Crocker, Darren",1,2,,,,,,,,,,,,,1,-,-,-,,,,,1,-,2,7.0
"Daniltchenko, Jason",2,1,,,,,,,,,,,,,,,,,,,,,,,1,4.0
"Freeborn, Glenn",1,-,-,1,2,-,1,-,1,2,-,,,-,-,1,-,,,,,,-,-,1,10.0
"Groom, Chris",,,,,,,,,,,,,,,,,,,,-,1,,,,,1.0
"Harvey, Brent",,,,,-,-,,1,1,3,-,-,-,-,-,,,-,-,-,1,-,,-,-,6.0
"Hewitt, Evan",,,,,,,,,,,,,-,,,,,,,,,,,,,
"King, David",1,-,-,1,1,-,3,-,1,-,2,-,-,-,-,-,1,,,1,1,-,-,1,4,17.0
"Kirzner, Julian",,,,,,,,1,-,1,,,,,,,,,,,,,,,,2.0
"Laidley, Dani",-,1,-,1,-,,,,,1,-,-,-,,,,,,,,1,-,,,,4.0
"Longmire, John",2,1,3,2,-,1,1,2,1,-,-,2,1,2,1,2,2,-,1,1,3,3,3,2,1,37.0
"Martyn, Mick",-,3,-,1,-,-,-,-,-,-,-,2,-,1,3,-,3,1,1,-,2,-,-,-,4,21.0
"McKernan, Corey",-,1,2,3,2,1,1,2,1,-,2,1,,1,9,3,6,4,3,,,-,4,2,-,48.0
"Mellington, Anthony",,,,-,1,-,-,1,-,,,,2,1,-,1,,,-,1,-,-,,,,7.0
"Pickett, Byron",,,,,,,,,,,,,,,-,,,,,,,,,,,
"Pike, Martin",1,3,-,-,-,-,1,2,1,-,-,-,,-,-,-,1,1,-,1,-,-,1,3,-,15.0
"Roberts, Mark",-,1,-,1,,,2,-,1,-,-,1,1,1,1,1,2,-,-,1,,-,-,-,-,13.0
"Rock, Anthony",-,-,-,2,1,1,-,1,1,1,-,1,-,-,2,1,,-,-,-,,,-,-,1,12.0
"Schwass, Wayne",,,1,1,-,2,-,2,2,,-,1,1,-,3,-,2,2,1,-,2,-,3,,,23.0
"Scott, Robert",2,2,1,1,2,1,1,1,-,2,1,-,1,-,2,-,-,-,1,4,-,-,-,-,-,22.0
"Sholl, Craig",-,1,-,2,-,1,1,1,1,2,-,-,-,-,1,-,2,1,-,-,-,-,1,2,1,17.0
"Simpson, Adam",,,-,2,1,-,-,,,-,-,2,,,1,2,-,1,1,-,-,2,2,-,-,14.0
"Stevens, Anthony",1,1,-,-,-,1,1,1,-,-,2,3,2,-,2,2,1,1,1,3,-,-,1,1,1,25.0
"Stevens, Danny",,,,,,,,,,,,,,,,,2,1,-,-,1,2,1,1,,8.0
"Stevens, Mark",,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,1.0
"Welsh, Scott",,,,,,,1,,,,,,,,,,,,,,,,,,,1.0
"Wynd, Paul",,,,,,,,,,,-,2,-,,,,,,,,,,,,,2.0
Totals,15,23,11,23,12,14,17,18,14,14,14,21,17,13,32,16,31,15,12,15,17,13,23,18,19,437.0
Opponent,ME,CA,ES,BL,RI,HW,CW,PA,WB,WC,FR,AD,SY,SK,GE,ME,CA,ES,BL,RI,HW,CW,GE,WC,SK,
