Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score,target,pf_home,pa_home,game played_home,per_home,s_round_home,position_home,pf_away,pa_away,game played_away,per_away,s_round_away,position_away,result_home_l5,pf_home_l5,pa_home_l5,game played_home_l5,result_away_l5,pf_away_l5,pa_away_l5,game played_away_l5
Sun 22 Jul,AAMI Stadium,46852.0,16,2001,ADE,SYD,56.0,105.0,False,1388.0,1404.0,15.0,0.9886039886039886,16.0,10.0,1411.0,1335.0,15.0,1.056928838951311,16.0,8.0,8.0,487.0,458.0,5.0,12.0,439.0,406.0,5.0
Sun 22 Jul,MCG,51878.0,16,2001,ESS,NTH,171.0,159.0,False,1780.0,1212.0,15.0,1.4686468646864685,16.0,1.0,1449.0,1459.0,15.0,0.9931459904043866,16.0,9.0,20.0,649.0,419.0,5.0,16.0,622.0,445.0,5.0
Sun 22 Jul,Domain Stadium,31456.0,16,2001,WCE,GEE,80.0,150.0,False,1140.0,1777.0,15.0,0.6415306696679798,16.0,15.0,1353.0,1368.0,15.0,0.9890350877192983,16.0,12.0,4.0,410.0,563.0,5.0,12.0,487.0,469.0,5.0
Fri 27 Jul,Marvel Stadium,43595.0,17,2001,WBD,RCH,100.0,102.0,False,1704.0,1739.0,16.0,0.9798734905117884,17.0,8.0,1519.0,1450.0,16.0,1.0475862068965518,17.0,6.0,12.0,493.0,557.0,5.0,12.0,462.0,458.0,5.0
Sat 28 Jul,GMHBA Stadium,22414.0,17,2001,GEE,STK,78.0,66.0,False,1503.0,1448.0,16.0,1.0379834254143647,17.0,10.0,1410.0,1891.0,16.0,0.745637228979376,17.0,14.0,12.0,544.0,459.0,5.0,4.0,376.0,593.0,5.0
Sat 28 Jul,MCG,17566.0,17,2001,MEL,ADE,84.0,100.0,False,1500.0,1708.0,16.0,0.8782201405152225,17.0,13.0,1444.0,1509.0,16.0,0.9569251159708416,17.0,12.0,4.0,483.0,602.0,5.0,8.0,446.0,436.0,5.0
Sat 28 Jul,Domain Stadium,20498.0,17,2001,FRE,COL,90.0,119.0,False,1248.0,1849.0,16.0,0.674959437533802,17.0,16.0,1668.0,1530.0,16.0,1.0901960784313725,17.0,9.0,0.0,364.0,621.0,5.0,8.0,557.0,573.0,5.0
Sat 28 Jul,Marvel Stadium,26776.0,17,2001,NTH,BRL,115.0,136.0,False,1608.0,1630.0,16.0,0.9865030674846625,17.0,11.0,1797.0,1458.0,16.0,1.2325102880658436,17.0,2.0,12.0,627.0,548.0,5.0,20.0,630.0,377.0,5.0
Sun 29 Jul,AAMI Stadium,37930.0,17,2001,POR,ESS,104.0,97.0,False,1725.0,1415.0,16.0,1.2190812720848057,17.0,5.0,1951.0,1371.0,16.0,1.423048869438366,17.0,1.0,8.0,462.0,416.0,5.0,20.0,692.0,492.0,5.0
Sun 29 Jul,MCG,52472.0,17,2001,HAW,CAR,96.0,93.0,False,1588.0,1466.0,16.0,1.0832196452933152,17.0,3.0,1688.0,1307.0,16.0,1.2915072685539404,17.0,4.0,12.0,504.0,496.0,5.0,12.0,580.0,426.0,5.0
Sun 29 Jul,SCG,20669.0,17,2001,SYD,WCE,83.0,48.0,False,1516.0,1391.0,16.0,1.089863407620417,17.0,7.0,1220.0,1927.0,16.0,0.6331084587441619,17.0,15.0,12.0,419.0,384.0,5.0,4.0,428.0,629.0,5.0
Fri 3 Aug,MCG,69930.0,18,2001,RCH,COL,71.0,51.0,False,1621.0,1550.0,17.0,1.0458064516129033,18.0,5.0,1787.0,1620.0,17.0,1.1030864197530865,18.0,8.0,12.0,478.0,498.0,5.0,8.0,503.0,571.0,5.0
Sat 4 Aug,SCG,32689.0,18,2001,SYD,NTH,143.0,36.0,False,1599.0,1439.0,17.0,1.1111883252258512,18.0,7.0,1723.0,1766.0,17.0,0.9756511891279728,18.0,12.0,16.0,442.0,346.0,5.0,12.0,644.0,583.0,5.0
Sat 4 Aug,MCG,31074.0,18,2001,GEE,MEL,100.0,103.0,False,1581.0,1514.0,17.0,1.0442536327608982,18.0,9.0,1584.0,1808.0,17.0,0.8761061946902655,18.0,13.0,16.0,535.0,431.0,5.0,4.0,468.0,554.0,5.0
Sat 4 Aug,Marvel Stadium,16595.0,18,2001,HAW,FRE,90.0,106.0,False,1684.0,1559.0,17.0,1.0801796023091725,18.0,3.0,1338.0,1968.0,17.0,0.6798780487804879,18.0,16.0,12.0,499.0,491.0,5.0,0.0,374.0,650.0,5.0
Sun 5 Aug,Gabba,26872.0,18,2001,BRL,WBD,136.0,103.0,False,1933.0,1573.0,17.0,1.2288620470438651,18.0,2.0,1804.0,1841.0,17.0,0.979902227050516,18.0,10.0,20.0,618.0,393.0,5.0,8.0,499.0,572.0,5.0
Sun 5 Aug,AAMI Stadium,49846.0,18,2001,POR,ADE,107.0,99.0,False,1829.0,1512.0,17.0,1.2096560846560847,18.0,4.0,1544.0,1593.0,17.0,0.9692404268675455,18.0,11.0,12.0,496.0,409.0,5.0,12.0,473.0,398.0,5.0
Sun 5 Aug,MCG,75873.0,18,2001,ESS,CAR,95.0,102.0,False,2048.0,1475.0,17.0,1.3884745762711865,18.0,1.0,1781.0,1403.0,17.0,1.2694226657163221,18.0,6.0,16.0,667.0,523.0,5.0,8.0,569.0,452.0,5.0
Sun 5 Aug,Domain Stadium,31358.0,18,2001,WCE,STK,171.0,79.0,False,1268.0,2010.0,17.0,0.6308457711442786,18.0,15.0,1476.0,1969.0,17.0,0.7496190959878111,18.0,14.0,4.0,384.0,539.0,5.0,0.0,352.0,591.0,5.0
Fri 10 Aug,Marvel Stadium,30919.0,19,2001,NTH,GEE,131.0,82.0,False,1759.0,1909.0,18.0,0.9214248297537978,19.0,12.0,1681.0,1617.0,18.0,1.0395794681508967,19.0,9.0,8.0,585.0,653.0,5.0,12.0,551.0,469.0,5.0
Sat 11 Aug,Marvel Stadium,14018.0,19,2001,STK,POR,114.0,125.0,False,1555.0,2140.0,18.0,0.7266355140186916,19.0,15.0,1936.0,1611.0,18.0,1.2017380509000621,19.0,3.0,0.0,344.0,636.0,5.0,16.0,530.0,413.0,5.0
Sat 11 Aug,MCG,26632.0,19,2001,MEL,HAW,71.0,156.0,False,1687.0,1908.0,18.0,0.8841719077568134,19.0,13.0,1774.0,1665.0,18.0,1.0654654654654654,19.0,4.0,8.0,483.0,559.0,5.0,12.0,536.0,457.0,5.0
Sat 11 Aug,AAMI Stadium,44542.0,19,2001,ADE,CAR,106.0,53.0,False,1643.0,1700.0,18.0,0.9664705882352941,19.0,10.0,1883.0,1498.0,18.0,1.2570093457943925,19.0,6.0,12.0,475.0,406.0,5.0,8.0,518.0,455.0,5.0
Sun 12 Aug,Gabba,31324.0,19,2001,BRL,RCH,128.0,97.0,False,2069.0,1676.0,18.0,1.2344868735083532,19.0,2.0,1692.0,1601.0,18.0,1.05683947532792,19.0,5.0,20.0,614.0,443.0,5.0,12.0,423.0,462.0,5.0
Sun 12 Aug,MCG,38793.0,19,2001,COL,WBD,119.0,77.0,False,1838.0,1691.0,18.0,1.086930810171496,19.0,8.0,1907.0,1977.0,18.0,0.9645928174001012,19.0,11.0,4.0,455.0,545.0,5.0,8.0,510.0,555.0,5.0
Sun 12 Aug,Marvel Stadium,45057.0,19,2001,ESS,SYD,79.0,77.0,False,2143.0,1577.0,18.0,1.3589093214965124,19.0,1.0,1742.0,1475.0,18.0,1.1810169491525424,19.0,7.0,12.0,644.0,553.0,5.0,20.0,520.0,298.0,5.0
Sun 12 Aug,Domain Stadium,41285.0,19,2001,WCE,FRE,98.0,64.0,False,1439.0,2089.0,18.0,0.6888463379607468,19.0,14.0,1444.0,2058.0,18.0,0.7016520894071915,19.0,16.0,4.0,460.0,530.0,5.0,4.0,408.0,622.0,5.0
Fri 17 Aug,Marvel Stadium,25340.0,20,2001,NTH,ADE,100.0,162.0,False,1890.0,1991.0,19.0,0.9492717227523857,20.0,11.0,1749.0,1753.0,19.0,0.9977181973759269,20.0,9.0,8.0,595.0,642.0,5.0,12.0,517.0,408.0,5.0
Sat 18 Aug,Marvel Stadium,25856.0,20,2001,RCH,WCE,138.0,73.0,False,1789.0,1729.0,19.0,1.0347021399652978,20.0,5.0,1537.0,2153.0,19.0,0.713887598699489,20.0,14.0,12.0,449.0,461.0,5.0,8.0,507.0,530.0,5.0
Sat 18 Aug,MCG,71518.0,20,2001,COL,ESS,87.0,107.0,False,1957.0,1768.0,19.0,1.1069004524886878,20.0,8.0,2222.0,1654.0,19.0,1.343409915356711,20.0,1.0,8.0,481.0,511.0,5.0,12.0,569.0,554.0,5.0
Sat 18 Aug,AAMI Stadium,25536.0,20,2001,POR,GEE,99.0,69.0,False,2061.0,1725.0,19.0,1.1947826086956521,20.0,3.0,1763.0,1748.0,19.0,1.0085812356979404,20.0,10.0,16.0,492.0,456.0,5.0,8.0,522.0,507.0,5.0
Sun 19 Aug,MCG,26642.0,20,2001,HAW,WBD,79.0,125.0,False,1930.0,1736.0,19.0,1.1117511520737327,20.0,4.0,1984.0,2096.0,19.0,0.9465648854961832,20.0,12.0,12.0,563.0,457.0,5.0,8.0,511.0,520.0,5.0
Sun 19 Aug,Marvel Stadium,34521.0,20,2001,STK,CAR,104.0,148.0,False,1669.0,2265.0,19.0,0.7368653421633554,20.0,15.0,1936.0,1604.0,19.0,1.2069825436408979,20.0,6.0,0.0,396.0,642.0,5.0,8.0,490.0,470.0,5.0
Sun 19 Aug,SCG,28367.0,20,2001,SYD,MEL,98.0,131.0,False,1819.0,1554.0,19.0,1.1705276705276706,20.0,7.0,1758.0,2064.0,19.0,0.8517441860465116,20.0,13.0,16.0,506.0,296.0,5.0,8.0,461.0,594.0,5.0
Sun 19 Aug,Domain Stadium,15136.0,20,2001,FRE,BRL,87.0,138.0,False,1508.0,2156.0,19.0,0.699443413729128,20.0,16.0,2197.0,1773.0,19.0,1.2391426959954879,20.0,2.0,4.0,401.0,557.0,5.0,20.0,623.0,478.0,5.0
Fri 24 Aug,MCG,37776.0,21,2001,RCH,NTH,92.0,88.0,False,1927.0,1802.0,20.0,1.069367369589345,21.0,5.0,1990.0,2153.0,20.0,0.9242916860195076,21.0,12.0,16.0,535.0,438.0,5.0,4.0,541.0,694.0,5.0
Sat 25 Aug,Marvel Stadium,19649.0,21,2001,WBD,POR,73.0,150.0,False,2109.0,2175.0,20.0,0.9696551724137931,21.0,10.0,2160.0,1794.0,20.0,1.2040133779264215,21.0,3.0,8.0,517.0,514.0,5.0,16.0,495.0,473.0,5.0
Sat 25 Aug,MCG,70051.0,21,2001,CAR,COL,130.0,62.0,False,2084.0,1708.0,20.0,1.2201405152224825,21.0,6.0,2044.0,1875.0,20.0,1.0901333333333334,21.0,9.0,12.0,527.0,457.0,5.0,8.0,465.0,489.0,5.0
Sat 25 Aug,Domain Stadium,36445.0,21,2001,WCE,ESS,47.0,136.0,False,1610.0,2291.0,20.0,0.7027498908773462,21.0,14.0,2329.0,1741.0,20.0,1.337736932797243,21.0,1.0,8.0,470.0,514.0,5.0,12.0,549.0,529.0,5.0
Sun 26 Aug,GMHBA Stadium,24325.0,21,2001,GEE,BRL,67.0,110.0,False,1832.0,1847.0,20.0,0.991878722252301,21.0,11.0,2335.0,1860.0,20.0,1.2553763440860215,21.0,2.0,8.0,479.0,479.0,5.0,20.0,632.0,462.0,5.0
Sun 26 Aug,AAMI Stadium,42827.0,21,2001,ADE,HAW,91.0,53.0,False,1911.0,1853.0,20.0,1.0313005936319481,21.0,8.0,2009.0,1861.0,20.0,1.0795271359484149,21.0,4.0,12.0,523.0,449.0,5.0,12.0,565.0,484.0,5.0
Sun 26 Aug,Marvel Stadium,12566.0,21,2001,MEL,FRE,114.0,79.0,False,1889.0,2162.0,20.0,0.8737280296022202,21.0,13.0,1595.0,2294.0,20.0,0.6952920662598082,21.0,16.0,8.0,475.0,581.0,5.0,4.0,403.0,576.0,5.0
Sun 26 Aug,SCG,26334.0,21,2001,SYD,STK,142.0,55.0,False,1917.0,1685.0,20.0,1.1376854599406527,21.0,7.0,1773.0,2413.0,20.0,0.7347699958557812,21.0,15.0,12.0,506.0,350.0,5.0,0.0,441.0,634.0,5.0
Thu 28 Mar,MCG,65316.0,1,2002,RCH,COL,155.0,118.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat 30 Mar,Marvel Stadium,33359.0,1,2002,STK,CAR,89.0,65.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat 30 Mar,MCG,42746.0,1,2002,GEE,ESS,76.0,126.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sat 30 Mar,AAMI Stadium,28578.0,1,2002,POR,NTH,73.0,83.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun 31 Mar,SCG,24052.0,1,2002,SYD,BRL,87.0,110.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun 31 Mar,Domain Stadium,39467.0,1,2002,WCE,FRE,137.0,118.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sun 31 Mar,Marvel Stadium,18475.0,1,2002,WBD,ADE,93.0,112.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mon 1 Apr,MCG,43484.0,1,2002,HAW,MEL,103.0,129.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fri 5 Apr,MCG,67453.0,2,2002,ESS,RCH,112.0,60.0,False,126.0,76.0,1.0,1.6578947368421053,2.0,1.0,155.0,118.0,1.0,1.3135593220338984,2.0,3.0,4.0,126.0,76.0,1.0,4.0,155.0,118.0,1.0
Sat 6 Apr,Princes Park,22435.0,2,2002,CAR,SYD,33.0,111.0,False,65.0,89.0,1.0,0.7303370786516854,2.0,15.0,87.0,110.0,1.0,0.7909090909090909,2.0,13.0,0.0,65.0,89.0,1.0,0.0,87.0,110.0,1.0
Sat 6 Apr,Marvel Stadium,25985.0,2,2002,NTH,WBD,110.0,97.0,False,83.0,73.0,1.0,1.1369863013698631,2.0,8.0,93.0,112.0,1.0,0.8303571428571429,2.0,11.0,4.0,83.0,73.0,1.0,0.0,93.0,112.0,1.0
Sat 6 Apr,MCG,29348.0,2,2002,COL,WCE,120.0,119.0,False,118.0,155.0,1.0,0.7612903225806451,2.0,14.0,137.0,118.0,1.0,1.1610169491525424,2.0,7.0,0.0,118.0,155.0,1.0,4.0,137.0,118.0,1.0
Sat 6 Apr,AAMI Stadium,44386.0,2,2002,ADE,GEE,110.0,79.0,False,112.0,93.0,1.0,1.2043010752688172,2.0,6.0,76.0,126.0,1.0,0.6031746031746031,2.0,16.0,4.0,112.0,93.0,1.0,0.0,76.0,126.0,1.0
Sun 7 Apr,Gabba,25660.0,2,2002,BRL,HAW,148.0,46.0,False,110.0,87.0,1.0,1.264367816091954,2.0,4.0,103.0,129.0,1.0,0.7984496124031008,2.0,12.0,4.0,110.0,87.0,1.0,0.0,103.0,129.0,1.0
Sun 7 Apr,Domain Stadium,21138.0,2,2002,FRE,STK,76.0,73.0,False,118.0,137.0,1.0,0.8613138686131386,2.0,10.0,89.0,65.0,1.0,1.3692307692307693,2.0,2.0,0.0,118.0,137.0,1.0,4.0,89.0,65.0,1.0
Sun 7 Apr,MCG,19611.0,2,2002,MEL,POR,109.0,82.0,False,129.0,103.0,1.0,1.2524271844660195,2.0,5.0,73.0,83.0,1.0,0.8795180722891566,2.0,9.0,4.0,129.0,103.0,1.0,0.0,73.0,83.0,1.0
Fri 12 Apr,MCG,63864.0,3,2002,CAR,COL,75.0,55.0,False,98.0,200.0,2.0,0.49,3.0,16.0,238.0,274.0,2.0,0.8686131386861314,3.0,11.0,0.0,98.0,200.0,2.0,4.0,238.0,274.0,2.0
Sat 13 Apr,MCG,37154.0,3,2002,RCH,MEL,96.0,76.0,False,215.0,230.0,2.0,0.9347826086956522,3.0,9.0,238.0,185.0,2.0,1.2864864864864864,3.0,4.0,4.0,215.0,230.0,2.0,8.0,238.0,185.0,2.0
Sat 13 Apr,AAMI Stadium,42246.0,3,2002,ADE,SYD,114.0,84.0,False,222.0,172.0,2.0,1.2906976744186047,3.0,3.0,198.0,143.0,2.0,1.3846153846153846,3.0,6.0,8.0,222.0,172.0,2.0,4.0,198.0,143.0,2.0
Sat 13 Apr,Marvel Stadium,27286.0,3,2002,NTH,GEE,67.0,75.0,False,193.0,170.0,2.0,1.1352941176470588,3.0,5.0,155.0,236.0,2.0,0.6567796610169492,3.0,14.0,8.0,193.0,170.0,2.0,0.0,155.0,236.0,2.0
Sat 13 Apr,Gabba,35898.0,3,2002,BRL,ESS,117.0,67.0,False,258.0,133.0,2.0,1.9398496240601504,3.0,1.0,238.0,136.0,2.0,1.75,3.0,2.0,8.0,258.0,133.0,2.0,8.0,238.0,136.0,2.0
Sun 14 Apr,UTAS Stadium,15066.0,3,2002,HAW,FRE,89.0,79.0,False,149.0,277.0,2.0,0.5379061371841155,3.0,15.0,194.0,210.0,2.0,0.9238095238095239,3.0,10.0,0.0,149.0,277.0,2.0,4.0,194.0,210.0,2.0
Sun 14 Apr,Domain Stadium,31854.0,3,2002,WCE,WBD,113.0,81.0,False,256.0,238.0,2.0,1.0756302521008403,3.0,8.0,190.0,222.0,2.0,0.8558558558558559,3.0,12.0,4.0,256.0,238.0,2.0,0.0,190.0,222.0,2.0
Sun 14 Apr,Marvel Stadium,17641.0,3,2002,STK,POR,56.0,139.0,False,162.0,141.0,2.0,1.148936170212766,3.0,7.0,155.0,192.0,2.0,0.8072916666666666,3.0,13.0,4.0,162.0,141.0,2.0,0.0,155.0,192.0,2.0
Fri 19 Apr,Marvel Stadium,40322.0,4,2002,ESS,ADE,122.0,81.0,False,305.0,253.0,3.0,1.2055335968379446,4.0,3.0,336.0,256.0,3.0,1.3125,4.0,2.0,8.0,305.0,253.0,3.0,12.0,336.0,256.0,3.0
Sat 20 Apr,MCG,48476.0,4,2002,COL,HAW,104.0,63.0,False,293.0,349.0,3.0,0.839541547277937,4.0,11.0,238.0,356.0,3.0,0.6685393258426966,4.0,15.0,4.0,293.0,349.0,3.0,4.0,238.0,356.0,3.0
Sat 20 Apr,Princes Park,9421.0,4,2002,MEL,WCE,137.0,103.0,False,314.0,281.0,3.0,1.1174377224199288,4.0,5.0,369.0,319.0,3.0,1.1567398119122256,4.0,4.0,8.0,314.0,281.0,3.0,8.0,369.0,319.0,3.0
Sat 20 Apr,Marvel Stadium,23928.0,4,2002,WBD,BRL,78.0,94.0,False,271.0,335.0,3.0,0.808955223880597,4.0,16.0,375.0,200.0,3.0,1.875,4.0,1.0,0.0,271.0,335.0,3.0,12.0,375.0,200.0,3.0
Sat 20 Apr,SCG,23775.0,4,2002,SYD,NTH,103.0,100.0,False,282.0,257.0,3.0,1.0972762645914398,4.0,9.0,260.0,245.0,3.0,1.0612244897959184,4.0,6.0,4.0,282.0,257.0,3.0,8.0,260.0,245.0,3.0
Sun 21 Apr,AAMI Stadium,29486.0,4,2002,POR,CAR,148.0,95.0,False,294.0,248.0,3.0,1.185483870967742,4.0,8.0,173.0,255.0,3.0,0.6784313725490196,4.0,14.0,4.0,294.0,248.0,3.0,4.0,173.0,255.0,3.0
Sun 21 Apr,Domain Stadium,23571.0,4,2002,FRE,RCH,138.0,72.0,False,273.0,299.0,3.0,0.9130434782608695,4.0,10.0,311.0,306.0,3.0,1.0163398692810457,4.0,7.0,4.0,273.0,299.0,3.0,8.0,311.0,306.0,3.0
Sun 21 Apr,GMHBA Stadium,23563.0,4,2002,GEE,STK,166.0,44.0,False,230.0,303.0,3.0,0.759075907590759,4.0,13.0,218.0,280.0,3.0,0.7785714285714286,4.0,12.0,4.0,230.0,303.0,3.0,4.0,218.0,280.0,3.0
Thu 25 Apr,MCG,84894.0,5,2002,COL,ESS,66.0,33.0,False,397.0,412.0,4.0,0.9635922330097088,5.0,11.0,427.0,334.0,4.0,1.278443113772455,5.0,2.0,8.0,397.0,412.0,4.0,12.0,427.0,334.0,4.0
Fri 26 Apr,Marvel Stadium,30789.0,5,2002,WBD,MEL,81.0,104.0,False,349.0,429.0,4.0,0.8135198135198135,5.0,16.0,451.0,384.0,4.0,1.1744791666666667,5.0,3.0,0.0,349.0,429.0,4.0,12.0,451.0,384.0,4.0
Sat 27 Apr,Domain Stadium,33313.0,5,2002,WCE,BRL,121.0,75.0,False,472.0,456.0,4.0,1.0350877192982457,5.0,9.0,469.0,278.0,4.0,1.6870503597122302,5.0,1.0,8.0,472.0,456.0,4.0,16.0,469.0,278.0,4.0
Sat 27 Apr,MCG,39694.0,5,2002,HAW,RCH,125.0,83.0,False,301.0,460.0,4.0,0.6543478260869565,5.0,14.0,383.0,444.0,4.0,0.8626126126126126,5.0,12.0,4.0,301.0,460.0,4.0,8.0,383.0,444.0,4.0
Sat 27 Apr,Marvel Stadium,21007.0,5,2002,STK,SYD,56.0,56.0,False,262.0,446.0,4.0,0.5874439461883408,5.0,15.0,385.0,357.0,4.0,1.0784313725490196,5.0,8.0,4.0,262.0,446.0,4.0,8.0,385.0,357.0,4.0
Sat 27 Apr,AAMI Stadium,49513.0,5,2002,ADE,POR,82.0,90.0,False,417.0,378.0,4.0,1.1031746031746033,5.0,4.0,442.0,343.0,4.0,1.2886297376093294,5.0,5.0,12.0,417.0,378.0,4.0,8.0,442.0,343.0,4.0
Sun 28 Apr,GMHBA Stadium,20075.0,5,2002,GEE,FRE,111.0,49.0,False,396.0,347.0,4.0,1.1412103746397695,5.0,6.0,411.0,371.0,4.0,1.1078167115902966,5.0,7.0,8.0,396.0,347.0,4.0,8.0,411.0,371.0,4.0
Sun 28 Apr,Marvel Stadium,35138.0,5,2002,CAR,NTH,112.0,131.0,False,268.0,403.0,4.0,0.6650124069478908,5.0,13.0,360.0,348.0,4.0,1.0344827586206897,5.0,10.0,4.0,268.0,403.0,4.0,8.0,360.0,348.0,4.0
Fri 3 May,Marvel Stadium,46089.0,6,2002,STK,COL,28.0,111.0,False,318.0,502.0,5.0,0.6334661354581673,6.0,14.0,463.0,445.0,5.0,1.0404494382022471,6.0,9.0,6.0,318.0,502.0,5.0,12.0,463.0,445.0,5.0
Sat 4 May,Domain Stadium,25319.0,6,2002,FRE,ESS,89.0,62.0,False,460.0,482.0,5.0,0.9543568464730291,6.0,11.0,460.0,400.0,5.0,1.15,6.0,5.0,8.0,460.0,482.0,5.0,12.0,460.0,400.0,5.0
Sat 4 May,MCG,33345.0,6,2002,NTH,HAW,87.0,155.0,False,491.0,460.0,5.0,1.067391304347826,6.0,7.0,426.0,543.0,5.0,0.7845303867403315,6.0,13.0,12.0,491.0,460.0,5.0,8.0,426.0,543.0,5.0
Sat 4 May,Marvel Stadium,29783.0,6,2002,CAR,WBD,68.0,96.0,False,380.0,534.0,5.0,0.7116104868913857,6.0,15.0,430.0,533.0,5.0,0.8067542213883677,6.0,16.0,4.0,380.0,534.0,5.0,0.0,430.0,533.0,5.0
Sat 4 May,Gabba,27015.0,6,2002,BRL,GEE,146.0,89.0,False,544.0,399.0,5.0,1.363408521303258,6.0,1.0,507.0,396.0,5.0,1.2803030303030303,6.0,3.0,16.0,544.0,399.0,5.0,12.0,507.0,396.0,5.0
Sun 5 May,AAMI Stadium,27056.0,6,2002,POR,WCE,133.0,79.0,False,532.0,425.0,5.0,1.251764705882353,6.0,4.0,593.0,531.0,5.0,1.1167608286252355,6.0,6.0,12.0,532.0,425.0,5.0,12.0,593.0,531.0,5.0
Sun 5 May,SCG,23578.0,6,2002,SYD,MEL,99.0,71.0,False,441.0,413.0,5.0,1.0677966101694916,6.0,10.0,555.0,465.0,5.0,1.1935483870967742,6.0,2.0,10.0,441.0,413.0,5.0,16.0,555.0,465.0,5.0
Sun 5 May,Marvel Stadium,23355.0,6,2002,RCH,ADE,73.0,105.0,False,466.0,569.0,5.0,0.8189806678383128,6.0,12.0,499.0,468.0,5.0,1.0662393162393162,6.0,8.0,8.0,466.0,569.0,5.0,12.0,499.0,468.0,5.0
Fri 10 May,MCG,55633.0,7,2002,ESS,CAR,87.0,62.0,False,522.0,489.0,6.0,1.0674846625766872,7.0,8.0,448.0,630.0,6.0,0.7111111111111111,7.0,16.0,8.0,396.0,413.0,5.0,4.0,383.0,541.0,5.0
Sat 11 May,Domain Stadium,32815.0,7,2002,WCE,NTH,139.0,90.0,False,672.0,664.0,6.0,1.0120481927710843,7.0,9.0,578.0,615.0,6.0,0.9398373983739837,7.0,11.0,8.0,535.0,546.0,5.0,8.0,495.0,542.0,5.0
Sat 11 May,AAMI Stadium,44058.0,7,2002,ADE,FRE,118.0,89.0,False,604.0,541.0,6.0,1.1164510166358594,7.0,4.0,549.0,544.0,6.0,1.0091911764705883,7.0,10.0,12.0,492.0,448.0,5.0,12.0,431.0,407.0,5.0
Sat 11 May,Marvel Stadium,29303.0,7,2002,RCH,SYD,88.0,82.0,False,539.0,674.0,6.0,0.7997032640949555,7.0,13.0,540.0,484.0,6.0,1.115702479338843,7.0,6.0,4.0,384.0,556.0,5.0,14.0,453.0,374.0,5.0
Sat 11 May,MCG,38709.0,7,2002,HAW,GEE,130.0,78.0,False,581.0,630.0,6.0,0.9222222222222223,7.0,12.0,596.0,542.0,6.0,1.099630996309963,7.0,7.0,12.0,478.0,501.0,5.0,12.0,520.0,416.0,5.0
Sun 12 May,MCG,20892.0,7,2002,MEL,STK,105.0,102.0,False,626.0,564.0,6.0,1.1099290780141844,7.0,5.0,346.0,613.0,6.0,0.564437194127243,7.0,14.0,12.0,497.0,461.0,5.0,2.0,257.0,548.0,5.0
Sun 12 May,Marvel Stadium,34400.0,7,2002,WBD,COL,63.0,73.0,False,526.0,601.0,6.0,0.8752079866888519,7.0,15.0,574.0,473.0,6.0,1.2135306553911205,7.0,3.0,4.0,433.0,489.0,5.0,16.0,456.0,318.0,5.0
Sun 12 May,Gabba,24538.0,7,2002,BRL,POR,129.0,72.0,False,690.0,488.0,6.0,1.4139344262295082,7.0,1.0,665.0,504.0,6.0,1.3194444444444444,7.0,2.0,16.0,580.0,401.0,5.0,16.0,592.0,421.0,5.0
Fri 17 May,MCG,39142.0,8,2002,HAW,CAR,89.0,80.0,False,711.0,708.0,7.0,1.0042372881355932,8.0,8.0,510.0,717.0,7.0,0.7112970711297071,8.0,16.0,16.0,562.0,431.0,5.0,4.0,412.0,517.0,5.0
Sat 18 May,AAMI Stadium,18193.0,8,2002,POR,GEE,129.0,54.0,False,737.0,633.0,7.0,1.1642969984202212,8.0,5.0,674.0,672.0,7.0,1.0029761904761905,8.0,10.0,16.0,582.0,441.0,5.0,12.0,519.0,436.0,5.0
Sat 18 May,Domain Stadium,25027.0,8,2002,FRE,MEL,94.0,89.0,False,638.0,662.0,7.0,0.9637462235649547,8.0,11.0,731.0,666.0,7.0,1.0975975975975976,8.0,4.0,8.0,444.0,452.0,5.0,12.0,493.0,481.0,5.0
